Frequency_Hz,Magnitude_dB,Phase_Rad
5483.56,6.0181,0.0000
5484.24,6.0181,0.0000
5484.91,6.0181,0.0000
5485.58,6.0181,0.0000
5486.26,6.0181,0.0000
5486.93,6.0181,0.0000
5487.60,6.0181,0.0000
5488.28,6.0181,0.0000
5488.95,6.0181,0.0000
5489.62,6.0181,0.0000
5490.29,6.0181,0.0000
5490.97,6.0181,0.0000
5491.64,6.0181,0.0000
5492.31,6.0181,0.0000
5492.99,6.0181,0.0000
5493.66,6.0181,0.0000
5494.33,6.0181,0.0000
5495.00,6.0181,0.0000
5495.68,6.0180,0.0000
5496.35,6.0180,0.0000
5497.02,6.0180,0.0000
5497.70,6.0180,0.0000
5498.37,6.0180,0.0000
5499.04,6.0180,0.0000
5499.71,6.0180,0.0000
5500.39,6.0180,0.0000
5501.06,6.0180,0.0000
5501.73,6.0180,0.0000
5502.41,6.0180,0.0000
5503.08,6.0180,0.0000
5503.75,6.0180,0.0000
5504.43,6.0180,0.0000
5505.10,6.0180,0.0000
5505.77,6.0180,0.0000
5506.44,6.0180,0.0000
5507.12,6.0180,0.0000
5507.79,6.0180,0.0000
5508.46,6.0180,0.0000
5509.14,6.0180,0.0000
5509.81,6.0180,0.0000
5510.48,6.0180,0.0000
5511.15,6.0180,0.0000
5511.83,6.0180,0.0000
5512.50,6.0180,0.0000
5513.17,6.0180,0.0000
5513.85,6.0179,0.0000
5514.52,6.0179,0.0000
5515.19,6.0179,0.0000
5515.86,6.0179,0.0000
5516.54,6.0179,0.0000
5517.21,6.0179,0.0000
5517.88,6.0179,0.0000
5518.56,6.0179,0.0000
5519.23,6.0179,0.0000
5519.90,6.0179,0.0000
5520.57,6.0179,0.0000
5521.25,6.0179,0.0000
5521.92,6.0179,0.0000
5522.59,6.0179,0.0000
5523.27,6.0179,0.0000
5523.94,6.0179,0.0000
5524.61,6.0179,0.0000
5525.29,6.0179,0.0000
5525.96,6.0179,0.0000
5526.63,6.0179,0.0000
5527.30,6.0179,0.0000
5527.98,6.0179,0.0000
5528.65,6.0179,0.0000
5529.32,6.0179,0.0000
5530.00,6.0179,0.0000
5530.67,6.0179,0.0000
5531.34,6.0179,0.0000
5532.01,6.0178,0.0000
5532.69,6.0178,0.0000
5533.36,6.0178,0.0000
5534.03,6.0178,0.0000
5534.71,6.0178,0.0000
5535.38,6.0178,0.0000
5536.05,6.0178,0.0000
5536.72,6.0178,0.0000
5537.40,6.0178,0.0000
5538.07,6.0178,0.0000
5538.74,6.0178,0.0000
5539.42,6.0178,0.0000
5540.09,6.0178,0.0000
5540.76,6.0178,0.0000
5541.44,6.0178,0.0000
5542.11,6.0178,0.0000
5542.78,6.0178,0.0000
5543.45,6.0178,0.0000
5544.13,6.0178,0.0000
5544.80,6.0178,0.0000
5545.47,6.0178,0.0000
5546.15,6.0178,0.0000
5546.82,6.0178,0.0000
5547.49,6.0178,0.0000
5548.16,6.0177,0.0000
5548.84,6.0177,0.0000
5549.51,6.0177,0.0000
5550.18,6.0177,0.0000
5550.86,6.0177,0.0000
5551.53,6.0177,0.0000
5552.20,6.0177,0.0000
5552.87,6.0177,0.0000
5553.55,6.0177,0.0000
5554.22,6.0177,0.0000
5554.89,6.0177,0.0000
5555.57,6.0177,0.0000
5556.24,6.0177,0.0000
5556.91,6.0177,0.0000
5557.59,6.0177,0.0000
5558.26,6.0177,0.0000
5558.93,6.0177,0.0000
5559.60,6.0177,0.0000
5560.28,6.0177,0.0000
5560.95,6.0177,0.0000
5561.62,6.0177,0.0000
5562.30,6.0177,0.0000
5562.97,6.0177,0.0000
5563.64,6.0177,0.0000
5564.31,6.0176,0.0000
5564.99,6.0176,0.0000
5565.66,6.0176,0.0000
5566.33,6.0176,0.0000
5567.01,6.0176,0.0000
5567.68,6.0176,0.0000
5568.35,6.0176,0.0000
5569.02,6.0176,0.0000
5569.70,6.0176,0.0000
5570.37,6.0176,0.0000
5571.04,6.0176,0.0000
5571.72,6.0176,0.0000
5572.39,6.0176,0.0000
5573.06,6.0176,0.0000
5573.74,6.0176,0.0000
5574.41,6.0176,0.0000
5575.08,6.0176,0.0000
5575.75,6.0176,0.0000
5576.43,6.0176,0.0000
5577.10,6.0176,0.0000
5577.77,6.0176,0.0000
5578.45,6.0176,0.0000
5579.12,6.0176,0.0000
5579.79,6.0176,0.0000
5580.46,6.0176,0.0000
5581.14,6.0176,0.0000
5581.81,6.0176,0.0000
5582.48,6.0176,0.0000
5583.16,6.0176,0.0000
5583.83,6.0176,0.0000
5584.50,6.0175,0.0000
5585.17,6.0175,0.0000
5585.85,6.0175,0.0000
5586.52,6.0175,0.0000
5587.19,6.0175,0.0000
5587.87,6.0175,0.0000
5588.54,6.0175,0.0000
5589.21,6.0175,0.0000
5589.88,6.0175,0.0000
5590.56,6.0175,0.0000
5591.23,6.0175,0.0000
5591.90,6.0175,0.0000
5592.58,6.0175,0.0000
5593.25,6.0175,0.0000
5593.92,6.0175,0.0000
5594.60,6.0175,0.0000
5595.27,6.0175,0.0000
5595.94,6.0175,0.0000
5596.61,6.0175,0.0000
5597.29,6.0175,0.0000
5597.96,6.0175,0.0000
5598.63,6.0175,0.0000
5599.31,6.0175,0.0000
5599.98,6.0175,0.0000
5600.65,6.0175,0.0000
5601.32,6.0174,0.0000
5602.00,6.0174,0.0000
5602.67,6.0174,0.0000
5603.34,6.0174,0.0000
5604.02,6.0174,0.0000
5604.69,6.0174,0.0000
5605.36,6.0174,0.0000
5606.03,6.0174,0.0000
5606.71,6.0174,0.0000
5607.38,6.0174,0.0000
5608.05,6.0174,0.0000
5608.73,6.0174,0.0000
5609.40,6.0174,0.0000
5610.07,6.0174,0.0000
5610.75,6.0174,0.0000
5611.42,6.0174,0.0000
5612.09,6.0174,0.0000
5612.76,6.0174,0.0000
5613.44,6.0174,0.0000
5614.11,6.0174,0.0000
5614.78,6.0174,0.0000
5615.46,6.0174,0.0000
5616.13,6.0173,0.0000
5616.80,6.0173,0.0000
5617.47,6.0173,0.0000
5618.15,6.0173,0.0000
5618.82,6.0173,0.0000
5619.49,6.0173,0.0000
5620.17,6.0173,0.0000
5620.84,6.0173,0.0000
5621.51,6.0173,0.0000
5622.18,6.0173,0.0000
5622.86,6.0173,0.0000
5623.53,6.0173,0.0000
5624.20,6.0173,0.0000
5624.88,6.0173,0.0000
5625.55,6.0173,0.0000
5626.22,6.0173,0.0000
5626.90,6.0173,0.0000
5627.57,6.0173,0.0000
5628.24,6.0173,0.0000
5628.91,6.0173,0.0000
5629.59,6.0173,0.0000
5630.26,6.0173,0.0000
5630.93,6.0173,0.0000
5631.61,6.0173,0.0000
5632.28,6.0173,0.0000
5632.95,6.0173,0.0000
5633.62,6.0173,0.0000
5634.30,6.0173,0.0000
5634.97,6.0172,0.0000
5635.64,6.0172,0.0000
5636.32,6.0172,0.0000
5636.99,6.0172,0.0000
5637.66,6.0172,0.0000
5638.33,6.0172,0.0000
5639.01,6.0172,0.0000
5639.68,6.0172,0.0000
5640.35,6.0172,0.0000
5641.03,6.0172,0.0000
5641.70,6.0172,0.0000
5642.37,6.0172,0.0000
5643.05,6.0172,0.0000
5643.72,6.0172,0.0000
5644.39,6.0172,0.0000
5645.06,6.0172,0.0000
5645.74,6.0172,0.0000
5646.41,6.0172,0.0000
5647.08,6.0172,0.0000
5647.76,6.0172,0.0000
5648.43,6.0172,0.0000
5649.10,6.0172,0.0000
5649.77,6.0172,0.0000
5650.45,6.0172,0.0000
5651.12,6.0172,0.0000
5651.79,6.0172,0.0000
5652.47,6.0172,0.0000
5653.14,6.0171,0.0000
5653.81,6.0171,0.0000
5654.48,6.0171,0.0000
5655.16,6.0171,0.0000
5655.83,6.0171,0.0000
5656.50,6.0171,0.0000
5657.18,6.0171,0.0000
5657.85,6.0171,0.0000
5658.52,6.0171,0.0000
5659.19,6.0171,0.0000
5659.87,6.0171,0.0000
5660.54,6.0171,0.0000
5661.21,6.0171,0.0000
5661.89,6.0171,0.0000
5662.56,6.0171,0.0000
5663.23,6.0171,0.0000
5663.91,6.0171,0.0000
5664.58,6.0171,0.0000
5665.25,6.0171,0.0000
5665.92,6.0171,0.0000
5666.60,6.0171,0.0000
5667.27,6.0171,0.0000
5667.94,6.0171,0.0000
5668.62,6.0170,0.0000
5669.29,6.0170,0.0000
5669.96,6.0170,0.0000
5670.63,6.0170,0.0000
5671.31,6.0170,0.0000
5671.98,6.0170,0.0000
5672.65,6.0170,0.0000
5673.33,6.0170,0.0000
5674.00,6.0170,0.0000
5674.67,6.0170,0.0000
5675.34,6.0170,0.0000
5676.02,6.0170,0.0000
5676.69,6.0170,0.0000
5677.36,6.0170,0.0000
5678.04,6.0170,0.0000
5678.71,6.0170,0.0000
5679.38,6.0170,0.0000
5680.06,6.0170,0.0000
5680.73,6.0170,0.0000
5681.40,6.0170,0.0000
5682.07,6.0170,0.0000
5682.75,6.0170,0.0000
5683.42,6.0170,0.0000
5684.09,6.0170,0.0000
5684.77,6.0170,0.0000
5685.44,6.0169,0.0000
5686.11,6.0169,0.0000
5686.78,6.0169,0.0000
5687.46,6.0169,0.0000
5688.13,6.0169,0.0000
5688.80,6.0169,0.0000
5689.48,6.0169,0.0000
5690.15,6.0169,0.0000
5690.82,6.0169,0.0000
5691.49,6.0169,0.0000
5692.17,6.0169,0.0000
5692.84,6.0169,0.0000
5693.51,6.0169,0.0000
5694.19,6.0169,0.0000
5694.86,6.0169,0.0000
5695.53,6.0169,0.0000
5696.21,6.0169,0.0000
5696.88,6.0169,0.0000
5697.55,6.0169,0.0000
5698.22,6.0169,0.0000
5698.90,6.0169,0.0000
5699.57,6.0169,0.0000
5700.24,6.0169,0.0000
5700.92,6.0169,0.0000
5701.59,6.0169,0.0000
5702.26,6.0169,0.0000
5702.93,6.0168,0.0000
5703.61,6.0168,0.0000
5704.28,6.0168,0.0000
5704.95,6.0168,0.0000
5705.63,6.0168,0.0000
5706.30,6.0168,0.0000
5706.97,6.0168,0.0000
5707.64,6.0168,0.0000
5708.32,6.0168,0.0000
5708.99,6.0168,0.0000
5709.66,6.0168,0.0000
5710.34,6.0168,0.0000
5711.01,6.0168,0.0000
5711.68,6.0168,0.0000
5712.36,6.0168,0.0000
5713.03,6.0168,0.0000
5713.70,6.0168,0.0000
5714.37,6.0168,0.0000
5715.05,6.0168,0.0000
5715.72,6.0168,0.0000
5716.39,6.0168,0.0000
5717.07,6.0168,0.0000
5717.74,6.0168,0.0000
5718.41,6.0168,0.0000
5719.08,6.0168,0.0000
5719.76,6.0167,0.0000
5720.43,6.0167,0.0000
5721.10,6.0167,0.0000
5721.78,6.0167,0.0000
5722.45,6.0167,0.0000
5723.12,6.0167,0.0000
5723.79,6.0167,0.0000
5724.47,6.0167,0.0000
5725.14,6.0167,0.0000
5725.81,6.0167,0.0000
5726.49,6.0167,0.0000
5727.16,6.0167,0.0000
5727.83,6.0167,0.0000
5728.50,6.0167,0.0000
5729.18,6.0167,0.0000
5729.85,6.0167,0.0000
5730.52,6.0167,0.0000
5731.20,6.0167,0.0000
5731.87,6.0167,0.0000
5732.54,6.0167,0.0000
5733.22,6.0167,0.0000
5733.89,6.0167,0.0000
5734.56,6.0167,0.0000
5735.23,6.0167,0.0000
5735.91,6.0166,0.0000
5736.58,6.0166,0.0000
5737.25,6.0166,0.0000
5737.93,6.0166,0.0000
5738.60,6.0166,0.0000
5739.27,6.0166,0.0000
5739.94,6.0166,0.0000
5740.62,6.0166,0.0000
5741.29,6.0166,0.0000
5741.96,6.0166,0.0000
5742.64,6.0166,0.0000
5743.31,6.0166,0.0000
5743.98,6.0166,0.0000
5744.65,6.0166,0.0000
5745.33,6.0166,0.0000
5746.00,6.0166,0.0000
5746.67,6.0166,0.0000
5747.35,6.0166,0.0000
5748.02,6.0166,0.0000
5748.69,6.0166,0.0000
5749.37,6.0166,0.0000
5750.04,6.0166,0.0000
5750.71,6.0166,0.0000
5751.38,6.0166,0.0000
5752.06,6.0165,0.0000
5752.73,6.0165,0.0000
5753.40,6.0165,0.0000
5754.08,6.0165,0.0000
5754.75,6.0165,0.0000
5755.42,6.0165,0.0000
5756.09,6.0165,0.0000
5756.77,6.0165,0.0000
5757.44,6.0165,0.0000
5758.11,6.0165,0.0000
5758.79,6.0165,0.0000
5759.46,6.0165,0.0000
5760.13,6.0165,0.0000
5760.80,6.0165,0.0000
5761.48,6.0165,0.0000
5762.15,6.0165,0.0000
5762.82,6.0165,0.0000
5763.50,6.0165,0.0000
5764.17,6.0165,0.0000
5764.84,6.0165,0.0000
5765.52,6.0165,0.0000
5766.19,6.0165,0.0000
5766.86,6.0165,0.0000
5767.53,6.0165,0.0000
5768.21,6.0165,0.0000
5768.88,6.0164,0.0000
5769.55,6.0164,0.0000
5770.23,6.0164,0.0000
5770.90,6.0164,0.0000
5771.57,6.0164,0.0000
5772.24,6.0164,0.0000
5772.92,6.0164,0.0000
5773.59,6.0164,0.0000
5774.26,6.0164,0.0000
5774.94,6.0164,0.0000
5775.61,6.0164,0.0000
5776.28,6.0164,0.0000
5776.95,6.0164,0.0000
5777.63,6.0164,0.0000
5778.30,6.0164,0.0000
5778.97,6.0164,0.0000
5779.65,6.0164,0.0000
5780.32,6.0164,0.0000
5780.99,6.0164,0.0000
5781.67,6.0164,0.0000
5782.34,6.0164,0.0000
5783.01,6.0164,0.0000
5783.68,6.0164,0.0000
5784.36,6.0164,0.0000
5785.03,6.0164,0.0000
5785.70,6.0163,0.0000
5786.38,6.0163,0.0000
5787.05,6.0163,0.0000
5787.72,6.0163,0.0000
5788.39,6.0163,0.0000
5789.07,6.0163,0.0000
5789.74,6.0163,0.0000
5790.41,6.0163,0.0000
5791.09,6.0163,0.0000
5791.76,6.0163,0.0000
5792.43,6.0163,0.0000
5793.10,6.0163,0.0000
5793.78,6.0163,0.0000
5794.45,6.0163,0.0000
5795.12,6.0163,0.0000
5795.80,6.0163,0.0000
5796.47,6.0163,0.0000
5797.14,6.0163,0.0000
5797.81,6.0163,0.0000
5798.49,6.0163,0.0000
5799.16,6.0163,0.0000
5799.83,6.0163,0.0000
5800.51,6.0163,0.0000
5801.18,6.0163,0.0000
5801.85,6.0162,0.0000
5802.53,6.0162,0.0000
5803.20,6.0162,0.0000
5803.87,6.0162,0.0000
5804.54,6.0162,0.0000
5805.22,6.0162,0.0000
5805.89,6.0162,0.0000
5806.56,6.0162,0.0000
5807.24,6.0162,0.0000
5807.91,6.0162,0.0000
5808.58,6.0162,0.0000
5809.25,6.0162,0.0000
5809.93,6.0162,0.0000
5810.60,6.0162,0.0000
5811.27,6.0162,0.0000
5811.95,6.0162,0.0000
5812.62,6.0162,0.0000
5813.29,6.0162,0.0000
5813.96,6.0162,0.0000
5814.64,6.0162,0.0000
5815.31,6.0162,0.0000
5815.98,6.0162,0.0000
5816.66,6.0162,0.0000
5817.33,6.0161,0.0000
5818.00,6.0161,0.0000
5818.68,6.0161,0.0000
5819.35,6.0161,0.0000
5820.02,6.0161,0.0000
5820.69,6.0161,0.0000
5821.37,6.0161,0.0000
5822.04,6.0161,0.0000
5822.71,6.0161,0.0000
5823.39,6.0161,0.0000
5824.06,6.0161,0.0000
5824.73,6.0161,0.0000
5825.40,6.0161,0.0000
5826.08,6.0161,0.0000
5826.75,6.0161,0.0000
5827.42,6.0161,0.0000
5828.10,6.0161,0.0000
5828.77,6.0161,0.0000
5829.44,6.0161,0.0000
5830.11,6.0161,0.0000
5830.79,6.0161,0.0000
5831.46,6.0161,0.0000
5832.13,6.0161,0.0000
5832.81,6.0161,0.0000
5833.48,6.0161,0.0000
5834.15,6.0160,0.0000
5834.83,6.0160,0.0000
5835.50,6.0160,0.0000
5836.17,6.0160,0.0000
5836.84,6.0160,0.0000
5837.52,6.0160,0.0000
5838.19,6.0160,0.0000
5838.86,6.0160,0.0000
5839.54,6.0160,0.0000
5840.21,6.0160,0.0000
5840.88,6.0160,0.0000
5841.55,6.0160,0.0000
5842.23,6.0160,0.0000
5842.90,6.0160,0.0000
5843.57,6.0160,0.0000
5844.25,6.0160,0.0000
5844.92,6.0160,0.0000
5845.59,6.0160,0.0000
5846.26,6.0160,0.0000
5846.94,6.0160,0.0000
5847.61,6.0160,0.0000
5848.28,6.0160,0.0000
5848.96,6.0160,0.0000
5849.63,6.0160,0.0000
5850.30,6.0159,0.0000
5850.98,6.0159,0.0000
5851.65,6.0159,0.0000
5852.32,6.0159,0.0000
5852.99,6.0159,0.0000
5853.67,6.0159,0.0000
5854.34,6.0159,0.0000
5855.01,6.0159,0.0000
5855.69,6.0159,0.0000
5856.36,6.0159,0.0000
5857.03,6.0159,0.0000
5857.70,6.0159,0.0000
5858.38,6.0159,0.0000
5859.05,6.0159,0.0000
5859.72,6.0159,0.0000
5860.40,6.0159,0.0000
5861.07,6.0159,0.0000
5861.74,6.0159,0.0000
5862.41,6.0159,0.0000
5863.09,6.0159,0.0000
5863.76,6.0159,0.0000
5864.43,6.0159,0.0000
5865.11,6.0159,0.0000
5865.78,6.0159,0.0000
5866.45,6.0158,0.0000
5867.12,6.0158,0.0000
5867.80,6.0158,0.0000
5868.47,6.0158,0.0000
5869.14,6.0158,0.0000
5869.82,6.0158,0.0000
5870.49,6.0158,0.0000
5871.16,6.0158,0.0000
5871.84,6.0158,0.0000
5872.51,6.0158,0.0000
5873.18,6.0158,0.0000
5873.85,6.0158,0.0000
5874.53,6.0158,0.0000
5875.20,6.0158,0.0000
5875.87,6.0158,0.0000
5876.55,6.0158,0.0000
5877.22,6.0158,0.0000
5877.89,6.0158,0.0000
5878.56,6.0158,0.0000
5879.24,6.0158,0.0000
5879.91,6.0158,0.0000
5880.58,6.0158,0.0000
5881.26,6.0157,0.0000
5881.93,6.0157,0.0000
5882.60,6.0157,0.0000
5883.27,6.0157,0.0000
5883.95,6.0157,0.0000
5884.62,6.0157,0.0000
5885.29,6.0157,0.0000
5885.97,6.0157,0.0000
5886.64,6.0157,0.0000
5887.31,6.0157,0.0000
5887.99,6.0157,0.0000
5888.66,6.0157,0.0000
5889.33,6.0157,0.0000
5890.00,6.0157,0.0000
5890.68,6.0157,0.0000
5891.35,6.0157,0.0000
5892.02,6.0157,0.0000
5892.70,6.0157,0.0000
5893.37,6.0157,0.0000
5894.04,6.0157,0.0000
5894.71,6.0157,0.0000
5895.39,6.0157,0.0000
5896.06,6.0157,0.0000
5896.73,6.0157,0.0000
5897.41,6.0156,0.0000
5898.08,6.0156,0.0000
5898.75,6.0156,0.0000
5899.42,6.0156,0.0000
5900.10,6.0156,0.0000
5900.77,6.0156,0.0000
5901.44,6.0156,0.0000
5902.12,6.0156,0.0000
5902.79,6.0156,0.0000
5903.46,6.0156,0.0000
5904.14,6.0156,0.0000
5904.81,6.0156,0.0000
5905.48,6.0156,0.0000
5906.15,6.0156,0.0000
5906.83,6.0156,0.0000
5907.50,6.0156,0.0000
5908.17,6.0156,0.0000
5908.85,6.0156,0.0000
5909.52,6.0156,0.0000
5910.19,6.0156,0.0000
5910.86,6.0156,0.0000
5911.54,6.0156,0.0000
5912.21,6.0156,0.0000
5912.88,6.0156,0.0000
5913.56,6.0156,0.0000
5914.23,6.0155,0.0000
5914.90,6.0155,0.0000
5915.57,6.0155,0.0000
5916.25,6.0155,0.0000
5916.92,6.0155,0.0000
5917.59,6.0155,0.0000
5918.27,6.0155,0.0000
5918.94,6.0155,0.0000
5919.61,6.0155,0.0000
5920.29,6.0155,0.0000
5920.96,6.0155,0.0000
5921.63,6.0155,0.0000
5922.30,6.0155,0.0000
5922.98,6.0155,0.0000
5923.65,6.0155,0.0000
5924.32,6.0155,0.0000
5925.00,6.0155,0.0000
5925.67,6.0155,0.0000
5926.34,6.0155,0.0000
5927.01,6.0155,0.0000
5927.69,6.0155,0.0000
5928.36,6.0155,0.0000
5929.03,6.0154,0.0000
5929.71,6.0154,0.0000
5930.38,6.0154,0.0000
5931.05,6.0154,0.0000
5931.72,6.0154,0.0000
5932.40,6.0154,0.0000
5933.07,6.0154,0.0000
5933.74,6.0154,0.0000
5934.42,6.0154,0.0000
5935.09,6.0154,0.0000
5935.76,6.0154,0.0000
5936.43,6.0154,0.0000
5937.11,6.0154,0.0000
5937.78,6.0154,0.0000
5938.45,6.0154,0.0000
5939.13,6.0154,0.0000
5939.80,6.0154,0.0000
5940.47,6.0154,0.0000
5941.15,6.0154,0.0000
5941.82,6.0154,0.0000
5942.49,6.0154,0.0000
5943.16,6.0154,0.0000
5943.84,6.0154,0.0000
5944.51,6.0153,0.0000
5945.18,6.0153,0.0000
5945.86,6.0153,0.0000
5946.53,6.0153,0.0000
5947.20,6.0153,0.0000
5947.87,6.0153,0.0000
5948.55,6.0153,0.0000
5949.22,6.0153,0.0000
5949.89,6.0153,0.0000
5950.57,6.0153,0.0000
5951.24,6.0153,0.0000
5951.91,6.0153,0.0000
5952.58,6.0153,0.0000
5953.26,6.0153,0.0000
5953.93,6.0153,0.0000
5954.60,6.0153,0.0000
5955.28,6.0153,0.0000
5955.95,6.0153,0.0000
5956.62,6.0153,0.0000
5957.30,6.0153,0.0000
5957.97,6.0153,0.0000
5958.64,6.0153,0.0000
5959.31,6.0153,0.0000
5959.99,6.0153,0.0000
5960.66,6.0152,0.0000
5961.33,6.0152,0.0000
5962.01,6.0152,0.0000
5962.68,6.0152,0.0000
5963.35,6.0152,0.0000
5964.02,6.0152,0.0000
5964.70,6.0152,0.0000
5965.37,6.0152,0.0000
5966.04,6.0152,0.0000
5966.72,6.0152,0.0000
5967.39,6.0152,0.0000
5968.06,6.0152,0.0000
5968.73,6.0152,0.0000
5969.41,6.0152,0.0000
5970.08,6.0152,0.0000
5970.75,6.0152,0.0000
5971.43,6.0152,0.0000
5972.10,6.0152,0.0000
5972.77,6.0152,0.0000
5973.45,6.0152,0.0000
5974.12,6.0152,0.0000
5974.79,6.0152,0.0000
5975.46,6.0152,0.0000
5976.14,6.0151,0.0000
5976.81,6.0151,0.0000
5977.48,6.0151,0.0000
5978.16,6.0151,0.0000
5978.83,6.0151,0.0000
5979.50,6.0151,0.0000
5980.17,6.0151,0.0000
5980.85,6.0151,0.0000
5981.52,6.0151,0.0000
5982.19,6.0151,0.0000
5982.87,6.0151,0.0000
5983.54,6.0151,0.0000
5984.21,6.0151,0.0000
5984.88,6.0151,0.0000
5985.56,6.0151,0.0000
5986.23,6.0151,0.0000
5986.90,6.0151,0.0000
5987.58,6.0151,0.0000
5988.25,6.0151,0.0000
5988.92,6.0151,0.0000
5989.60,6.0151,0.0000
5990.27,6.0150,0.0000
5990.94,6.0150,0.0000
5991.61,6.0150,0.0000
5992.29,6.0150,0.0000
5992.96,6.0150,0.0000
5993.63,6.0150,0.0000
5994.31,6.0150,0.0000
5994.98,6.0150,0.0000
5995.65,6.0150,0.0000
5996.32,6.0150,0.0000
5997.00,6.0150,0.0000
5997.67,6.0150,0.0000
5998.34,6.0150,0.0000
5999.02,6.0150,0.0000
5999.69,6.0150,0.0000
6000.36,6.0150,0.0000
6001.03,6.0150,0.0000
6001.71,6.0150,0.0000
6002.38,6.0150,0.0000
6003.05,6.0150,0.0000
6003.73,6.0150,0.0000
6004.40,6.0150,0.0000
6005.07,6.0150,0.0000
6005.74,6.0150,0.0000
6006.42,6.0149,0.0000
6007.09,6.0149,0.0000
6007.76,6.0149,0.0000
6008.44,6.0149,0.0000
6009.11,6.0149,0.0000
6009.78,6.0149,0.0000
6010.46,6.0149,0.0000
6011.13,6.0149,0.0000
6011.80,6.0149,0.0000
6012.47,6.0149,0.0000
6013.15,6.0149,0.0000
6013.82,6.0149,0.0000
6014.49,6.0149,0.0000
6015.17,6.0149,0.0000
6015.84,6.0149,0.0000
6016.51,6.0149,0.0000
6017.18,6.0149,0.0000
6017.86,6.0149,0.0000
6018.53,6.0149,0.0000
6019.20,6.0149,0.0000
6019.88,6.0149,0.0000
6020.55,6.0149,0.0000
6021.22,6.0149,0.0000
6021.89,6.0148,0.0000
6022.57,6.0148,0.0000
6023.24,6.0148,0.0000
6023.91,6.0148,0.0000
6024.59,6.0148,0.0000
6025.26,6.0148,0.0000
6025.93,6.0148,0.0000
6026.61,6.0148,0.0000
6027.28,6.0148,0.0000
6027.95,6.0148,0.0000
6028.62,6.0148,0.0000
6029.30,6.0148,0.0000
6029.97,6.0148,0.0000
6030.64,6.0148,0.0000
6031.32,6.0148,0.0000
6031.99,6.0148,0.0000
6032.66,6.0148,0.0000
6033.33,6.0148,0.0000
6034.01,6.0148,0.0000
6034.68,6.0148,0.0000
6035.35,6.0148,0.0000
6036.03,6.0148,0.0000
6036.70,6.0147,0.0000
6037.37,6.0147,0.0000
6038.04,6.0147,0.0000
6038.72,6.0147,0.0000
6039.39,6.0147,0.0000
6040.06,6.0147,0.0000
6040.74,6.0147,0.0000
6041.41,6.0147,0.0000
6042.08,6.0147,0.0000
6042.76,6.0147,0.0000
6043.43,6.0147,0.0000
6044.10,6.0147,0.0000
6044.77,6.0147,0.0000
6045.45,6.0147,0.0000
6046.12,6.0147,0.0000
6046.79,6.0147,0.0000
6047.47,6.0147,0.0000
6048.14,6.0147,0.0000
6048.81,6.0147,0.0000
6049.48,6.0147,0.0000
6050.16,6.0147,0.0000
6050.83,6.0147,0.0000
6051.50,6.0146,0.0000
6052.18,6.0146,0.0000
6052.85,6.0146,0.0000
6053.52,6.0146,0.0000
6054.19,6.0146,0.0000
6054.87,6.0146,0.0000
6055.54,6.0146,0.0000
6056.21,6.0146,0.0000
6056.89,6.0146,0.0000
6057.56,6.0146,0.0000
6058.23,6.0146,0.0000
6058.91,6.0146,0.0000
6059.58,6.0146,0.0000
6060.25,6.0146,0.0000
6060.92,6.0146,0.0000
6061.60,6.0146,0.0000
6062.27,6.0146,0.0000
6062.94,6.0146,0.0000
6063.62,6.0146,0.0000
6064.29,6.0146,0.0000
6064.96,6.0146,0.0000
6065.63,6.0146,0.0000
6066.31,6.0146,0.0000
6066.98,6.0145,0.0000
6067.65,6.0145,0.0000
6068.33,6.0145,0.0000
6069.00,6.0145,0.0000
6069.67,6.0145,0.0000
6070.34,6.0145,0.0000
6071.02,6.0145,0.0000
6071.69,6.0145,0.0000
6072.36,6.0145,0.0000
6073.04,6.0145,0.0000
6073.71,6.0145,0.0000
6074.38,6.0145,0.0000
6075.05,6.0145,0.0000
6075.73,6.0145,0.0000
6076.40,6.0145,0.0000
6077.07,6.0145,0.0000
6077.75,6.0145,0.0000
6078.42,6.0145,0.0000
6079.09,6.0145,0.0000
6079.77,6.0145,0.0000
6080.44,6.0145,0.0000
6081.11,6.0144,0.0000
6081.78,6.0144,0.0000
6082.46,6.0144,0.0000
6083.13,6.0144,0.0000
6083.80,6.0144,0.0000
6084.48,6.0144,0.0000
6085.15,6.0144,0.0000
6085.82,6.0144,0.0000
6086.49,6.0144,0.0000
6087.17,6.0144,0.0000
6087.84,6.0144,0.0000
6088.51,6.0144,0.0000
6089.19,6.0144,0.0000
6089.86,6.0144,0.0000
6090.53,6.0144,0.0000
6091.20,6.0144,0.0000
6091.88,6.0144,0.0000
6092.55,6.0144,0.0000
6093.22,6.0144,0.0000
6093.90,6.0144,0.0000
6094.57,6.0144,0.0000
6095.24,6.0144,0.0000
6095.92,6.0144,0.0000
6096.59,6.0143,0.0000
6097.26,6.0143,0.0000
6097.93,6.0143,0.0000
6098.61,6.0143,0.0000
6099.28,6.0143,0.0000
6099.95,6.0143,0.0000
6100.63,6.0143,0.0000
6101.30,6.0143,0.0000
6101.97,6.0143,0.0000
6102.64,6.0143,0.0000
6103.32,6.0143,0.0000
6103.99,6.0143,0.0000
6104.66,6.0143,0.0000
6105.34,6.0143,0.0000
6106.01,6.0143,0.0000
6106.68,6.0143,0.0000
6107.35,6.0143,0.0000
6108.03,6.0143,0.0000
6108.70,6.0143,0.0000
6109.37,6.0143,0.0000
